id,category_1,category_2,category_3,color_type,life_style,fabric,weight_of_fabric,neck_style,form_type,sleeve_type,washing_style,fabric_type
813,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Cute,Tabby,Medium,Bycyle,Normal,Short,washless,Cotton
814,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Cute,Tabby,Light,Bycyle,Man Friend,Short,washless,Decorative
815,T-shirts,WOMENSWEAR,Long Sleeves,White,Mateoric,Figure,Medium,Bendy,Man Friend,Long,washless,Decorative
816,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily,Figure,Light,Bare,Man Friend,Short,washless,Decorative
817,T-shirts,WOMENSWEAR,Trendy Shirts,White,Township,versatile,Light,Bycyle,Fit,Short,washless,Decorative
818,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily,Nubbly,Medium,V Style,Normal,Short,washless,Decorative
819,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Daily,Lace,Light,Bycyle,Man Friend,Short,washless,Cotton
820,T-shirts,WOMENSWEAR,Long Sleeves,White,Cute,Nubbly,Medium,Bendy,Man Friend,Long,washless,Decorative
821,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Daily,Tabby,Medium,High,Wide,Long,washless,Decorative
822,T-shirts,WOMENSWEAR,Long Sleeves,Blue,Daily,Nubbly,Medium,Bycyle,Very Large,Long,Light,Cotton
823,T-shirts,WOMENSWEAR,Long Sleeves,Black,Township,versatile,Medium,Bycyle,Man Friend,Long,washless,Decorative
824,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Daily,Nubbly,Medium,High,Man Friend,Long,washless,Decorative
825,T-shirts,WOMENSWEAR,Trendy Shirts,Gray,Daily,versatile,Medium,V Style,Wide,Long,washless,Decorative
826,T-shirts,WOMENSWEAR,Long Sleeves,Blue,Township,Nubbly,Medium,High,Man Friend,Long,washless,Decorative
827,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Visual,Nubbly,Heavy,,Very Large,Long,washless,Decorative
828,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Bronze,versatile,Medium,Bare,Wide,Long,washless,Decorative
829,T-shirts,WOMENSWEAR,Trendy Shirts,Red,Daily,versatile,Medium,Bare,Narrow,Long,washless,Decorative
830,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Daily,versatile,Medium,V Style,Man Friend,Long,washless,Decorative
831,T-shirts,WOMENSWEAR,Simple,Red,Daily,versatile,Medium,V Style,Man Friend,Long,washless,Decorative
832,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Daily,versatile,Medium,V Style,Man Friend,Long,washless,Decorative
833,T-shirts,WOMENSWEAR,Simple,Green,Basics,versatile,Medium,Bare,Fit,Long,washless,Decorative
834,T-shirts,WOMENSWEAR,Long Sleeves,Purple,Basics,versatile,Medium,Bendy,Man Friend,Long,washless,Cotton
835,T-shirts,WOMENSWEAR,Long Sleeves,Red,Mateoric,versatile,Heavy,Bendy,Very Large,Long,Light,Cotton
836,T-shirts,WOMENSWEAR,Trendy Shirts,Purple,Daily,Nubbly,Medium,Bare,Very Large,Short,washless,Decorative
837,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily,Nubbly,Medium,Bare,Very Large,Short,washless,Decorative
838,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily cuteness,versatile,,Bare,Very Large,Short,washless,Polyester
839,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily,Nubbly,Medium,Bycyle,Very Large,Long,washless,Decorative
840,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Daily,Nubbly,Medium,Bycyle,Man Friend,Short,washless,Decorative
841,T-shirts,WOMENSWEAR,Long Sleeves,Black,Daily,Figure,Medium,Bendy,Very Large,Long,washless,Decorative
842,T-shirts,WOMENSWEAR,Simple,Red,Basics,versatile,Light,V Style,Man Friend,Short,washless,Decorative
843,T-shirts,WOMENSWEAR,Simple,White,Basics,versatile,Light,Bycyle,Wide,Short,washless,Cotton
844,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Township,versatile,Medium,Bycyle,Normal,Short,washless,Decorative
845,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily,Figure,Light,Bare,Man Friend,Short,washless,Decorative
846,T-shirts,WOMENSWEAR,Simple,Green,Basics,versatile,Light,Bycyle,Man Friend,Short,Light,Cotton
847,T-shirts,WOMENSWEAR,Simple,Red,Basics,versatile,Light,Bycyle,Man Friend,Short,Light,Cotton
848,T-shirts,WOMENSWEAR,Colorful Tees,Red,Press,Figure,Light,Bycyle,Wide,Short,washless,Cotton
849,T-shirts,WOMENSWEAR,Long Sleeves,Orange,Daily youth,versatile,Heavy,Bendy,Man Friend,Long,washless,Cotton
850,T-shirts,WOMENSWEAR,Long Sleeves,Blue,Mateoric,versatile,Heavy,Bendy,Very Large,Long,Light,Cotton
851,T-shirts,WOMENSWEAR,Long Sleeves,Purple,Mateoric,versatile,Heavy,Bendy,Very Large,Long,Light,Cotton
852,T-shirts,WOMENSWEAR,Long Sleeves,Blue,Basics,versatile,Medium,Bendy,Man Friend,Long,washless,Cotton
853,T-shirts,WOMENSWEAR,Long Sleeves,Brown,Basics,versatile,Medium,Bendy,Man Friend,Long,washless,Cotton
854,T-shirts,WOMENSWEAR,Long Sleeves,Green,Basics,versatile,Medium,Bendy,Man Friend,Long,washless,Cotton
855,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Basics,versatile,Medium,Bendy,Man Friend,Long,washless,Cotton
856,T-shirts,WOMENSWEAR,Long Sleeves,Black,Basics,versatile,Medium,Bendy,Man Friend,Long,washless,Cotton
857,T-shirts,WOMENSWEAR,Long Sleeves,Blue,Mateoric,versatile,Medium,Bendy,Very Large,Long,Light,Cotton
858,T-shirts,WOMENSWEAR,Long Sleeves,Yellow,Daily,versatile,Heavy,Bendy,Very Large,Long,Light,Cotton
859,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily,Tabby,Light,V Style,Man Friend,Short,washless,Decorative
860,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Daily,Nubbly,Medium,Bare,Very Large,Short,washless,Decorative
861,T-shirts,WOMENSWEAR,Colorful Tees,Blue,Press,Figure,Light,Bycyle,Wide,Short,washless,Cotton
862,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,Figure,Light,Bycyle,Wide,Short,washless,Cotton
863,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Daily,Figure,Medium,Bycyle,Normal,Short,Mid,Cotton
864,T-shirts,WOMENSWEAR,Trendy Shirts,Pink,Cute,Nubbly,Medium,Bare,Very Large,Long,washless,Decorative
865,T-shirts,WOMENSWEAR,Trendy Shirts,White,Cute,versatile,Light,V Style,Normal,Short,washless,Cotton
866,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Daily,Lace,Light,Bycyle,Man Friend,Short,washless,Cotton
867,T-shirts,WOMENSWEAR,Long Sleeves,Red,Daily,versatile,Medium,Bycyle,Very Large,Long,Light,Cotton
868,T-shirts,WOMENSWEAR,Long Sleeves,Black,Daily,versatile,Medium,Bycyle,Very Large,Long,Light,Cotton
869,T-shirts,WOMENSWEAR,Long Sleeves,Blue,Daily,versatile,Medium,Bycyle,Man Friend,Long,Heavy,Cotton
870,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Daily,versatile,Medium,Bycyle,Man Friend,Long,Heavy,Cotton
871,T-shirts,WOMENSWEAR,Long Sleeves,Blue,Mateoric,versatile,Medium,Bycyle,Man Friend,Long,washless,Decorative
872,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Daily,Nubbly,Medium,High,Fit,Long,washless,Decorative
873,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily,Nubbly,Medium,High,Man Friend,Long,washless,Decorative
874,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily,Nubbly,Medium,Bare,Very Large,Long,washless,Decorative
875,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily,Nubbly,Medium,Bare,Very Large,Long,washless,Decorative
876,T-shirts,WOMENSWEAR,Trendy Shirts,Red,Daily,Nubbly,Medium,Bare,Very Large,Short,washless,Decorative
877,T-shirts,WOMENSWEAR,Trendy Shirts,Yellow,Daily,Nubbly,Medium,Bare,Very Large,Short,washless,Decorative
878,T-shirts,WOMENSWEAR,Trendy Shirts,Pink,Daily,Nubbly,Medium,Bycyle,Very Large,Long,washless,Decorative
879,T-shirts,WOMENSWEAR,Long Sleeves,Red,Daily,Figure,Medium,Bendy,Very Large,Long,washless,Decorative
880,T-shirts,WOMENSWEAR,Simple,Black,Basics,versatile,Light,V Style,Man Friend,Short,washless,Decorative
881,T-shirts,WOMENSWEAR,Simple,Black,Basics,versatile,Light,Bycyle,Wide,Short,washless,Cotton
882,T-shirts,WOMENSWEAR,Simple,Pink,Basics,versatile,Light,Bycyle,Man Friend,Short,Mid,Cotton
883,T-shirts,WOMENSWEAR,Simple,Black,Basics,versatile,Light,Bycyle,Man Friend,Short,Mid,Cotton
884,T-shirts,WOMENSWEAR,Simple,Black,Basics,versatile,Light,Bare,Fit,Short,washless,Decorative
885,T-shirts,WOMENSWEAR,Simple,White,Basics,versatile,Light,Bycyle,Narrow,Short,washless,Decorative
886,T-shirts,WOMENSWEAR,Colorful Tees,Red,Press,Figure,Light,Bycyle,Normal,Short,washless,Cotton
887,T-shirts,WOMENSWEAR,Colorful Tees,Red,Press,Figure,Light,Bycyle,Very Large,Short,washless,Cotton
888,T-shirts,WOMENSWEAR,Colorful Tees,Green,Press,Figure,Light,Bycyle,Wide,Short,washless,Cotton
889,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,Figure,Light,Bycyle,Wide,Short,washless,Cotton
890,T-shirts,WOMENSWEAR,Colorful Tees,Red,Press,Figure,Light,Bycyle,Wide,Short,washless,Cotton
891,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,Figure,Light,Bycyle,Normal,Short,washless,Cotton
892,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,Figure,Light,Bycyle,Normal,Short,washless,Cotton
893,T-shirts,WOMENSWEAR,Long Sleeves,Green,Cute,Figure,Medium,Bycyle,Man Friend,Long,washless,Decorative
894,T-shirts,WOMENSWEAR,Long Sleeves,Black,Cute,Figure,Medium,Bycyle,Man Friend,Long,washless,Decorative
895,T-shirts,WOMENSWEAR,Long Sleeves,Black,Cute,Figure,Medium,Bycyle,Man Friend,Long,washless,Decorative
896,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Cute,Figure,Medium,Bycyle,Man Friend,Long,washless,Decorative
897,T-shirts,WOMENSWEAR,Long Sleeves,Blue,Daily,versatile,Medium,Bycyle,Normal,Long,Mid,Decorative
898,T-shirts,WOMENSWEAR,Long Sleeves,Black,Visual,Tabby,Medium,Bycyle,Very Large,Long,Light,Cotton
899,T-shirts,WOMENSWEAR,Long Sleeves,Black,Visual,versatile,Medium,Bycyle,Very Large,Long,washless,Cotton
900,T-shirts,WOMENSWEAR,Long Sleeves,Black,Daily,versatile,Heavy,Bycyle,Very Large,Long,Light,Cotton
901,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily,versatile,Medium,High,Fit,Long,washless,Decorative
902,T-shirts,WOMENSWEAR,Long Sleeves,Yellow,Designment,Pressed,Medium,Bycyle,Man Friend,Long,washless,Decorative
903,T-shirts,WOMENSWEAR,Long Sleeves,Red,Designment,Pressed,Medium,Bycyle,Very Large,Long,Light,Cotton
904,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Designment,Pressed,Medium,Bycyle,Man Friend,Long,washless,Decorative
905,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Township,versatile,Medium,Bendy,Man Friend,Long,washless,Decorative
906,T-shirts,WOMENSWEAR,Long Sleeves,White,Cute,Figure,Medium,Bycyle,Man Friend,Long,washless,Decorative
907,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Cute,Tabby,Light,Bycyle,Wide,Short,washless,Cotton
908,T-shirts,WOMENSWEAR,Long Sleeves,White,Cute,Figure,Medium,Bycyle,Man Friend,Long,washless,Decorative
909,T-shirts,WOMENSWEAR,Long Sleeves,White,Cute,Figure,Medium,Bycyle,Man Friend,Long,washless,Decorative
910,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Cute,Figure,Medium,Bycyle,Man Friend,Long,washless,Decorative
911,T-shirts,WOMENSWEAR,Long Sleeves,Red,Cute,Figure,Medium,Bycyle,Man Friend,Long,washless,Decorative
912,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Cute,Figure,Medium,Bycyle,Man Friend,Long,washless,Decorative
913,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Township,versatile,Light,V Style,Man Friend,Short,washless,Decorative
914,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Visual,versatile,Medium,High,Fit,No Sleeve,washless,Decorative
915,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Daily,versatile,Medium,High,Fit,Long,washless,Decorative
916,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Designment,Pressed,Medium,Bycyle,Man Friend,Long,washless,Decorative
917,T-shirts,WOMENSWEAR,Trendy Shirts,Purple,Cute,Nubbly,Medium,Bycyle,Very Large,Long,washless,Cotton
918,T-shirts,WOMENSWEAR,Long Sleeves,White,Cute,versatile,Medium,Bycyle,Very Large,Long,Mid,Cotton
919,T-shirts,WOMENSWEAR,Long Sleeves,Black,Mateoric,Lace,Heavy,Bendy,Very Large,Long,Light,Cotton
920,T-shirts,WOMENSWEAR,Long Sleeves,Blue,Cute,Lace,Medium,Bycyle,Very Large,Long,washless,Cotton
921,T-shirts,WOMENSWEAR,Colorful Tees,Black,Press,Figure,Light,Bycyle,Normal,Short,washless,Cotton
922,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Cute,versatile,Light,Bycyle,Man Friend,Short,Light,Cotton
923,T-shirts,WOMENSWEAR,Trendy Shirts,White,Cute,Nubbly,Medium,Bare,Very Large,Long,washless,Decorative
924,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Cute,versatile,Medium,Bycyle,Normal,Short,washless,Cotton
925,T-shirts,WOMENSWEAR,Trendy Shirts,Pink,Township,versatile,Light,Bycyle,Fit,Short,washless,Decorative
926,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Township,versatile,Medium,V Style,Normal,No Sleeve,washless,Decorative
927,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily,Lace,Light,Bycyle,Man Friend,Short,washless,Cotton
928,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily,Lace,Light,Bycyle,Normal,Short,washless,Cotton
929,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Daily,Nubbly,Medium,V Style,Normal,Short,washless,Decorative
930,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Daily,Lace,Light,Bycyle,Man Friend,Short,washless,Cotton
931,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily,Lace,Light,Bycyle,Man Friend,Short,washless,Cotton
932,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily,Figure,Light,Bycyle,Man Friend,Short,washless,Cotton
933,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Daily,Nubbly,Medium,High,Man Friend,Long,washless,Decorative
934,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily,Nubbly,Medium,High,Man Friend,Long,washless,Decorative
935,T-shirts,WOMENSWEAR,Trendy Shirts,Red,Daily,Nubbly,Medium,High,Man Friend,Long,washless,Decorative
936,T-shirts,WOMENSWEAR,Long Sleeves,Purple,Mateoric,Nubbly,Medium,Bendy,Man Friend,Long,washless,Decorative
937,T-shirts,WOMENSWEAR,Long Sleeves,Brown,Mateoric,Nubbly,Medium,Bendy,Man Friend,Long,washless,Decorative
938,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Daily,Nubbly,Medium,Bare,Very Large,Long,washless,Decorative
939,T-shirts,WOMENSWEAR,Trendy Shirts,Gray,Township,Nubbly,Medium,High,Man Friend,Long,washless,Decorative
940,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Bronze,versatile,Medium,High,Man Friend,Short,washless,Decorative
941,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily,versatile,Medium,Bare,Narrow,Long,washless,Decorative
942,T-shirts,WOMENSWEAR,Simple,Red,Basics,versatile,Medium,V Style,Fit,Long,washless,Decorative
943,T-shirts,WOMENSWEAR,Trendy Shirts,Red,Daily,versatile,Medium,Bycyle,Normal,Long,washless,Decorative
944,T-shirts,WOMENSWEAR,Simple,Gray,Basics,versatile,Medium,Bare,Fit,Long,washless,Decorative
945,T-shirts,WOMENSWEAR,Long Sleeves,Black,Mateoric,versatile,Medium,Bendy,Man Friend,Long,washless,Decorative
946,T-shirts,WOMENSWEAR,Long Sleeves,Red,Daily,versatile,Medium,Bycyle,Normal,Long,Mid,Decorative
947,T-shirts,WOMENSWEAR,Trendy Shirts,White,Township,versatile,Medium,V Style,Very Large,Long,washless,Decorative
948,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Medium,High,Fit,Long,washless,
949,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Medium,High,Fit,Long,washless,
950,Thick Tops,MENSWEAR,Overcoats,Black,Daily,versatile,Heavy,High,Normal,Long,washless,Wool
951,Thick Tops,MENSWEAR,Overtees,Blue,Daily,versatile,Medium,,Narrow,Long,washless,Decorative
952,Thick Tops,MENSWEAR,Overtees,Grey,Daily,Nubbly,Medium,,Fit,Long,washless,Decorative
953,Thick Tops,MENSWEAR,Overtees,Brown,Urban Style,versatile,Heavy,,Fit,Long,washless,
954,Thick Tops,MENSWEAR,Overtees,Blue,Daily,versatile,Heavy,,Normal,Long,washless,Polyester
955,Thick Tops,MENSWEAR,Overcoats,Blue,Daily,versatile,Heavy,,Normal,Long,washless,Decorative
956,Thick Tops,MENSWEAR,Overtees,Red,Daily,versatile,Light,Bendy,Narrow,Long,washless,Cotton
957,Thick Tops,MENSWEAR,Overtees,Grey,Daily,Nubbly,Light,,Fit,Long,washless,Cotton
958,Thick Tops,MENSWEAR,Overtees,Grey,Daily,versatile,Light,Bendy,Fit,Long,washless,Polyester
959,Thick Tops,MENSWEAR,Overtees,Blue,Daily,versatile,Medium,High,Narrow,Long,washless,Polyester
960,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Medium,Bendy,Narrow,Long,washless,Polyester
961,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Medium,Bendy,Narrow,Long,washless,Polyester
962,Thick Tops,MENSWEAR,Overtees,Yellow,Daily,versatile,Medium,High,Narrow,Long,washless,Polyester
963,Thick Tops,MENSWEAR,Overcoats,Black,Daily,Pressed,Heavy,,Normal,Long,washless,Polyester
964,Thick Tops,MENSWEAR,Overcoats,Blue,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Polyester
965,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Medium,High,Fit,Long,washless,
966,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Heavy,,Fit,Long,washless,
967,Thick Tops,MENSWEAR,Overcoats,Gray,Daily,versatile,Heavy,,Fit,Long,washless,Wool
968,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Medium,,Normal,Long,Light,Twill
969,Thick Tops,MENSWEAR,Overtees,Gray,Daily,versatile,Medium,,Narrow,Long,washless,Decorative
970,Thick Tops,MENSWEAR,Overcoats,Blue,Daily,versatile,Heavy,Bendy,Normal,Long,Light,Cotton
971,Thick Tops,MENSWEAR,Overcoats,Black,Daily,versatile,Heavy,Bendy,Normal,Long,Light,Cotton
972,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Medium,Bendy,Normal,Long,Light,Cotton
973,Thick Tops,MENSWEAR,Overtees,Yellow,Daily,versatile,Medium,Bendy,Normal,Long,washless,Decorative
974,Thick Tops,MENSWEAR,Overcoats,Green,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Polyester
975,Thick Tops,MENSWEAR,Overcoats,Green,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Decorative
976,Thick Tops,MENSWEAR,Overtees,Black,Daily Sunday,versatile,Heavy,Bendy,Normal,Long,washless,Polyester
977,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Heavy,,Normal,Long,washless,Polyester
978,Thick Tops,MENSWEAR,Overtees,Gray,Daily,versatile,Medium,Bendy,Normal,Long,washless,Polyester
979,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Light,Bendy,Normal,Long,washless,Cotton
980,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Medium,High,Fit,Long,Light,
981,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Cotton
982,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Medium,,Fit,Long,washless,Polyester
983,Thick Tops,MENSWEAR,Overtees,Grey,Daily,Tabby,Heavy,,Narrow,Long,washless,Decorative
984,Thick Tops,MENSWEAR,Overtees,Red,Daily,Square,Medium,High,Narrow,Long,washless,Decorative
985,Thick Tops,MENSWEAR,Overtees,Grey,Daily,Square,Medium,,Narrow,Long,washless,Decorative
986,Thick Tops,MENSWEAR,Overtees,Blue,Daily,Square,Heavy,,Normal,Long,washless,Decorative
987,Thick Tops,MENSWEAR,Overtees,Grey,Daily,Square,Heavy,,Normal,Long,washless,Decorative
988,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Medium,,Narrow,Long,Light,
989,Thick Tops,MENSWEAR,Overtees,Green,Daily,Nubbly,Medium,,Normal,Long,Light,Cotton
990,Thick Tops,MENSWEAR,Overtees,Blue,Daily,Nubbly,Medium,Bendy,Narrow,Long,Light,Cotton
991,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Medium,Bendy,Normal,Long,Light,Cotton
992,Thick Tops,MENSWEAR,Overtees,Blue,Daily,versatile,Medium,Bendy,Normal,Long,Light,Indigotic
993,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Medium,,Normal,Long,washless,Cotton
994,Thick Tops,MENSWEAR,Overtees,Blue,Daily,versatile,Medium,,Wide,Long,Mid,Tick
995,Thick Tops,MENSWEAR,Overtees,Grey,Urban Style,versatile,Medium,,Narrow,Long,Light,
996,Thick Tops,MENSWEAR,Overtees,Blue,Daily,versatile,Medium,Bendy,Normal,Long,Light,Cotton
997,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Medium,High,Narrow,Long,Light,Cotton
998,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Medium,High,Fit,Long,washless,Decorative
999,Thick Tops,MENSWEAR,Overtees,Grey,Daily,Nubbly,Medium,,Fit,Long,washless,Decorative
1000,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Medium,Bendy,Narrow,Long,washless,Decorative
1001,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Medium,High,Narrow,Long,washless,Decorative
1002,Thick Tops,MENSWEAR,Overtees,Gray,Daily,versatile,Medium,Bendy,Normal,Long,washless,Decorative
1003,Thick Tops,MENSWEAR,Overtees,Red,Daily,versatile,Medium,Bendy,Normal,Long,washless,Decorative
1004,Thick Tops,MENSWEAR,Overcoats,Blue,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Polyester
1005,Thick Tops,MENSWEAR,Overcoats,Black,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Decorative
1006,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Light,Bendy,Normal,Long,washless,Polyester
1007,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Polyester
1008,Thick Tops,MENSWEAR,Overtees,Brown,Urban Style,versatile,Heavy,,Narrow,Long,washless,
1009,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Heavy,,Narrow,Long,washless,
1010,Thick Tops,MENSWEAR,Overtees,Brown,Daily,versatile,Medium,,Normal,Long,Light,Cotton
1011,Thick Tops,MENSWEAR,Overtees,Grey,Daily,versatile,Medium,High,Narrow,Long,washless,Polyester
1012,Thick Tops,MENSWEAR,Overtees,Grey,Daily,versatile,Medium,,Normal,Long,washless,Polyester
1013,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Medium,High,Normal,Long,washless,Cotton
1014,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Light,High,Normal,Long,washless,Cotton
1015,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Medium,,Normal,Long,washless,Decorative
1016,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Heavy,High,Fit,Long,washless,
1017,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Medium,Bendy,Normal,Long,Light,Cotton
1018,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Medium,High,Narrow,Long,washless,
1019,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Medium,Bendy,Normal,Long,washless,Polyester
1020,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Light,Bendy,Normal,Long,washless,Polyester
1021,Thick Tops,MENSWEAR,Overtees,Red,Daily,versatile,Light,Bendy,Normal,Long,washless,Polyester
1022,Thick Tops,MENSWEAR,Overtees,Yellow,Daily,versatile,Light,Bendy,Normal,Long,washless,Polyester
1023,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Medium,High,Fit,Long,washless,
1024,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Polyester
1025,Thick Tops,MENSWEAR,Overtees,Red,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Polyester
1026,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Light,High,Normal,Long,washless,Polyester
1027,Thick Tops,MENSWEAR,Overtees,Blue,Daily,Square,Heavy,,Normal,Long,washless,Decorative
1028,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Heavy,,Normal,Long,washless,Cotton
1029,Thick Tops,MENSWEAR,Overtees,Green,Daily,versatile,Medium,,Normal,Long,washless,Polyester
1030,Thick Tops,MENSWEAR,Overcoats,Black,Daily,versatile,Heavy,,Normal,Long,washless,Cotton
1031,Thick Tops,MENSWEAR,Overtees,Black,Daily,versatile,Heavy,Bendy,Normal,Long,washless,Polyester
1032,Thick Tops,MENSWEAR,Overtees,Blue,Daily,versatile,Light,High,Normal,Long,washless,Cotton
1033,Thick Tops,MENSWEAR,Overtees,Gray,Daily,Nubbly,Light,,Fit,Long,washless,Wool
1034,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Heavy,,Fit,Long,Light,
1035,Thick Tops,MENSWEAR,Overtees,Black,Urban Style,versatile,Heavy,,Normal,Long,washless,
